hotel_name,room_name,room_description,capacity_adults,capacity_children,season_name,start_date,end_date,rate,currency,meal_plan,age_band_from,age_band_to,discount_pct,free_of_charge,margin,ignore_proposal_margin,contract_year,notes
20260304 100101 Kiwoito Africa Safaris Sto,Family Room (4 pax),Family Room (4 pax),2,2,January,2026-01-07,2026-01-31,405.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Family Room (4 pax),Family Room (4 pax),2,2,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Family Room (4 pax),Family Room (4 pax),2,2,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Junior Suite,Junior Suite,2,0,January,2026-01-07,2026-01-31,320.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Junior Suite,Junior Suite,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Junior Suite,Junior Suite,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Junior Suite,Junior Suite,2,0,September,2026-09-16,2026-10-31,325.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Junior Suite,Junior Suite,2,0,September,2026-09-16,2026-10-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Junior Suite,Junior Suite,2,0,September,2026-09-16,2026-10-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Junior Suite,Junior Suite,2,0,January,2026-01-07,2026-01-31,345.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Junior Suite,Junior Suite,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Junior Suite,Junior Suite,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Early Check -In,Early Check -In,2,0,January,2026-01-07,2026-01-31,100.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Early Check -In,Early Check -In,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Early Check -In,Early Check -In,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Early Check -In,Early Check -In,2,0,September,2026-09-16,2026-10-31,100.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Early Check -In,Early Check -In,2,0,September,2026-09-16,2026-10-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Early Check -In,Early Check -In,2,0,September,2026-09-16,2026-10-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Early Check -In,Early Check -In,2,0,January,2026-01-07,2026-01-31,120.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Early Check -In,Early Check -In,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Early Check -In,Early Check -In,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Late Check - out,Late Check - out,2,0,January,2026-01-07,2026-01-31,100.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Late Check - out,Late Check - out,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Late Check - out,Late Check - out,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Late Check - out,Late Check - out,2,0,September,2026-09-16,2026-10-31,100.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Late Check - out,Late Check - out,2,0,September,2026-09-16,2026-10-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Late Check - out,Late Check - out,2,0,September,2026-09-16,2026-10-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Late Check - out,Late Check - out,2,0,January,2026-01-07,2026-01-31,120.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Late Check - out,Late Check - out,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Late Check - out,Late Check - out,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Day Use Room (SGL or DBL),Day Use Room (SGL or DBL),1,0,January,2026-01-07,2026-01-31,100.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Day Use Room (SGL or DBL),Day Use Room (SGL or DBL),1,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Day Use Room (SGL or DBL),Day Use Room (SGL or DBL),1,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Day Use Room (SGL or DBL),Day Use Room (SGL or DBL),1,0,September,2026-09-16,2026-10-31,120.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Day Use Room (SGL or DBL),Day Use Room (SGL or DBL),1,0,September,2026-09-16,2026-10-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Day Use Room (SGL or DBL),Day Use Room (SGL or DBL),1,0,September,2026-09-16,2026-10-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Day Use Room (SGL or DBL),Day Use Room (SGL or DBL),1,0,January,2026-01-07,2026-01-31,120.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Day Use Room (SGL or DBL),Day Use Room (SGL or DBL),1,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Day Use Room (SGL or DBL),Day Use Room (SGL or DBL),1,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Extra Bed /Crib,Extra Bed /Crib,2,0,January,2026-01-07,2026-01-31,55.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Extra Bed /Crib,Extra Bed /Crib,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Extra Bed /Crib,Extra Bed /Crib,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Extra Bed /Crib,Extra Bed /Crib,2,0,September,2026-09-16,2026-10-31,55.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Extra Bed /Crib,Extra Bed /Crib,2,0,September,2026-09-16,2026-10-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Extra Bed /Crib,Extra Bed /Crib,2,0,September,2026-09-16,2026-10-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,1.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,6.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,2673.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,7.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,16.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,December,2026-12-01,2026-12-20,1.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,December,2026-12-01,2026-12-20,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,December,2026-12-01,2026-12-20,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,180.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,210.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,315.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Executive Room,Executive Room,2,0,January,2026-01-07,2026-01-31,230.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Executive Room,Executive Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Executive Room,Executive Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Executive Room,Executive Room,2,0,January,2026-01-07,2026-01-31,260.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Executive Room,Executive Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Executive Room,Executive Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,4.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,310.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,190.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,220.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,325.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Executive Room,Executive Room,2,0,January,2026-01-07,2026-01-31,240.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Executive Room,Executive Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Executive Room,Executive Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Executive Room,Executive Room,2,0,January,2026-01-07,2026-01-31,270.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Executive Room,Executive Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Executive Room,Executive Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,320.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Early Check,Early Check,2,0,January,2026-01-07,2026-01-31,100.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Early Check,Early Check,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Early Check,Early Check,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Late Check,Late Check,2,0,January,2026-01-07,2026-01-31,100.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Late Check,Late Check,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Late Check,Late Check,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,100.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,55.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,18.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,September,2026-09-16,2026-10-31,15.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,September,2026-09-16,2026-10-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,September,2026-09-16,2026-10-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,2.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
